,ApplID,Report_ID,Month,"Amount directly diverted or
              collected to storage
              (Acre-Feet)","Amount beneficially used
              (Acre-Feet)","Amount directly diverted or
              collected to storage
              (Gallons)","Amount beneficially used
              (Gallons)","Amount directly diverted or
              collected to storage
              (Unknown)","Amount beneficially used
              (Unknown)","Amount directly diverted or
              collected to storage
              (Million Gallons)","Amount beneficially used
              (Million Gallons)",NA
0,G363805,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248548,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
1,G363805,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220102,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
2,G363805,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181622,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
3,G363805,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168665,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
4,G363805,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125467,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
5,G363805,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109451,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
6,G362447,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248138,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
7,G362447,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220050,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
8,G362447,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169548,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
9,G362447,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124884,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
10,G362447,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108833,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
11,G361738,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248111,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
12,G361738,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220587,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
13,G361738,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169546,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
14,G361738,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124503,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
15,G361738,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108432,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
16,G361738,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=82869,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
17,G361703,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248110,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
18,G361703,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220221,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
19,G361703,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169545,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
20,G361703,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125210,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
21,G361703,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109180,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
22,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248388,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
23,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220267,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
24,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169742,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
25,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=149087,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
26,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124186,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
27,G363793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108100,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
28,G363238,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248242,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
29,G363238,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220533,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
30,G363238,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168750,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
31,G363238,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124440,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
32,G363238,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108363,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
33,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248392,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
34,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220822,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
35,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169744,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
36,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=149089,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
37,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125073,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
38,G363799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109038,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
39,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248391,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
40,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220637,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
41,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169743,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
42,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=149088,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
43,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124188,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
44,G363798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108102,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
45,G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248133,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
46,G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219534,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
47,G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169191,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
48,G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125036,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
49,G362421,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108999,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
50,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248117,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
51,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220779,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
52,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169001,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
53,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125212,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
54,G361995,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109182,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
55,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248226,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
56,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220168,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
57,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168746,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
58,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124840,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
59,G363143,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108783,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
60,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248139,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
61,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219719,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
62,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169192,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
63,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125400,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
64,G362448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109375,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
65,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248189,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
66,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220601,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
67,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168809,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
68,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125411,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
69,G362845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109386,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
70,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248383,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
71,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181628,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
72,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181627,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
73,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169583,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
74,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124744,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
75,G363779,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=82748,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
76,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248206,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
77,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219477,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
78,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169660,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
79,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124640,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
80,G363020,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=83334,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
81,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248277,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
82,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220616,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
83,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169024,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
84,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125061,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
85,G363455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109025,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
86,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248365,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
87,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220074,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
88,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169033,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
89,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125068,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
90,G363702,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=83161,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
91,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248130,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
92,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220589,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
93,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169371,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
94,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124506,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
95,G362366,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108435,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
96,G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248205,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
97,G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219984,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
98,G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169501,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
99,G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125346,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
100,G363018,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=82759,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
101,G360638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248074,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
102,G360638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220581,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
103,G360638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168435,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
104,G360638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124694,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
105,G360638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108632,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
106,G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352437,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
107,G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334721,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
108,G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=304953,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
109,G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247515,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
110,G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219421,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
111,G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168340,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
112,G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125297,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
113,G193111,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109269,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
114,G190781,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382376,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
115,G334539,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352341,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
116,G334539,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338528,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
117,G334539,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338529,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
118,G334539,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338530,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
119,G334540,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352896,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
120,G334540,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338531,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
121,G334540,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338532,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
122,G334537,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352343,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
123,G334537,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338523,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
124,G334537,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338524,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
125,G334537,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338533,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
126,G334537,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338525,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
127,G334538,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352342,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
128,G334538,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338526,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
129,G334538,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=338527,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
130,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352871,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
131,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333824,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
132,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333825,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
133,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333827,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
134,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333828,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
135,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333829,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
136,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333830,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
137,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333831,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
138,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333832,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
139,G193389,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333833,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
140,G193355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247630,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
141,G193355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220315,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
142,G193355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169637,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
143,G193355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124237,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
144,G193355,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108152,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
145,G193650,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337080,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
146,G561856,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352533,,,,,,,,,,Not applicable; Surface Diversion was not chosen as a type of diversion.
147,G561856,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337182,January,,,,,,,,,
148,G561856,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337182,February,,,,,,,,,
149,G561856,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337182,March,,,,,,,,,
150,G561856,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337182,April,,,,,,,,,
151,G561856,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337182,May,,,,,,,,,
152,G561856,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337182,June,,,,,,,,,
