ApplID,lat,long
S018240,38.1804,-121.5776
S027588,41.841178,-121.750719
D032334,39.80156662,-122.1080522
S027344,40.429323,-123.685107
S024786,39.8017,-122.108
S027517,40.0969,-123.6713
S027343,39.869213,-123.259339
S027432,39.29166667,-122.0133333
S027345,41.26361111,-123.6077778
T032854,36.92124858,-121.6967693
D032857,40.2399,-124.1646
S027326,38.51875,-122.6105556
D032471,40.91,-123.6376
D032476,40.423,-123.574
S027346,36.443508,-121.715974
D032414,40.723,-123.893
S020254,41.2612,-121.2286
D032462,40.7196,-123.904
D032473,40.59892694,-123.6948161
D032470,40.152,-123.9269
D032469,40.04,-123.659
A022408,41.1687,-120.9518
A022408,41.171,-120.9521
A022408,41.1668,-120.95
A022408,41.1683,-120.9502
D032457,40.472,-123.7647
D032447,40.1519,-123.926
S027652,41.25915556,-121.2195417
S027653,41.23974722,-121.1975639
D032449,40.7189,-123.896
D032449,40.7204,-123.897
D032449,40.7193,-123.894
D032475,40.503,-123.581
S027075,38.42649444,-122.7790083
A018491,38.46438037,-122.1802445
S024430,38.5789,-122.4653
S015030,40.88449337,-123.0333823
A018490,38.46253498,-122.1791983
S027351,40.461065,-123.855183
A018492,38.46962975,-122.1832432
D032534,38.59175637,-122.9202282
D032259,38.57879354,-122.4652995
S025257,38.5917,-122.9201
S016767,39.2864,-123.3129
S027374,39.49125,-123.4283611
L032853,40.11207,-122.49392
L032853,40.10295,-122.49501
L032853,40.1112,-122.48222
A032251,39.98076824,-122.0027678
A032251,39.9825,-121.9938
S021925,38.2676,-121.5886
A031060,39.2863428,-123.3128809
S027337,39.11669444,-123.4756389
D032455,40.03134722,-123.6618
D032455,40.03026111,-123.6599333
D032455,40.03251389,-123.6621417
D032455,40.03059167,-123.6633833
D032467,40.23957778,-123.8726611
A031059,39.2863418,-123.3129177
S027319,41.281312,-123.547642
D032422,40.63811111,-123.5556972
D032460,40.148,-123.941
S027375,40.52554167,-122.5595111
S027435,38.39222222,-122.8875
S027352,40.418036,-123.957082
S026642,40.0139634,-123.8461547
L032271,39.34928106,-123.1226085
D032529,38.518739,-122.610556
L032670,38.7941,-122.13279
L032674,38.80531,-122.11186
L032674,38.80189,-122.10907
L032674,38.7966,-122.10408
L032674,38.80282,-122.10957
L032674,38.80302,-122.10835
S027311,39.23759,-121.94
L032672,38.8069,-122.13678
L032672,38.80113,-122.13543
L032672,38.80136,-122.13484
L032672,38.80949,-122.14222
L032672,38.80663,-122.13835
S027381,41.933487,-122.35277
S019883,38.3226,-121.5909
S027312,40.2147,-124.1314
D032851,40.1368,-123.979
S000574,38.3348266,-121.7124209
S000582,38.42895717,-121.6917959
S000567,38.3718489,-121.6941347
S000578,38.38008739,-121.6944483
S000575,38.42675015,-121.6879657
S000569,38.35768512,-121.7409247
S000568,38.40886833,-121.6758295
S000583,38.45227522,-121.6836639
S000566,38.3328815,-121.703365
S000570,38.39438867,-121.7031099
S000579,38.35759418,-121.7032625
S000572,38.40529872,-121.6758457
S000584,38.34331574,-121.7033217
S000580,38.38640287,-121.6944213
S000576,38.41518282,-121.6754518
S000577,38.36866778,-121.7405362
S000565,38.35816462,-121.7116297
S000573,38.3378466,-121.7122345
S000581,38.42374004,-121.6918184
S025413,37.7274,-121.261
S027313,40.452358,-123.638208
S023709,39.6329,-120.7886
A006200,39.42048381,-121.8361326
S027314,39.84546111,-123.5094861
S025210,41.1016,-121.5256
D032320,38.5263,-123.1401
D032320,38.5278,-123.1379
D032235,38.3277,-122.9513
L032685,38.2173167,-122.5495097
S020643,38.218,-122.55
S027286,40.044844,-123.7666956
S027261,37.4091,-120.9924306
S027289,38.37681285,-122.420734
D032664,40.2114,-123.8746
D032664,40.2133,-123.8772
A012386,32.84166544,-116.5428865
L032735,38.64008002,-122.859633
S027394,40.1395,-123.9257
S027598,41.25770092,-123.742761
D032848,41.09909099,-124.1528925
